ngram,frequencia
cunhãs curumim,1
curumim uirapuru,1
uirapuru lua,1
lua azul,1
azul cantou,1
cantou mim,1
mim rio,1
ti mar,1
mar negro,1
negro maracá,1
maracá jarí,1
jarí pará,1
pará paris,1
paris jardim,1
jardim muiraquitãs,1
muiraquitãs tantas,1
tantas manhãs,1
manhãs capim,1
capim jurupari,1
jurupari deus,1
deus daqui,1
daqui jurou,1
jurou assim,1
assim porque,1
porque fugir,1
fugir enfim,1
enfim queres,1
queres feriu,1
feriu feres,1
feres civilizada,1
civilizada mulheres,1
mulheres senhoras,1
senhoras amazonas,1
amazonas sois,1
sois donas,1
donas homens,1
homens setas,1
setas porque,1
porque amais,1
amais vossos,1
vossos poetas,1
poetas cantar,1
cantar quero,2
ficar molhado,1
molhado suor,1
suor favor,1
favor vá,2
vá pensar,2
pensar luz,1
luz refletor,1
refletor alma,1
alma sob,1
sol negro,1
negro dor,1
dor outro,1
outro corpo,1
corpo pele,1
pele nua,1
nua carne,1
carne músculo,1
músculo suor,1
suor cão,1
cão uiva,1
uiva lua,1
lua contra,1
contra dono,1
dono feitor,1
feitor fera-animal,1
fera-animal ferido,1
ferido dia,1
dia caçador,1
caçador humaníssimo,1
humaníssimo gemido,1
gemido raro,1
raro comum,1
comum amor,1
amor cantar,1
quero deixar,1
deixar molhada,1
molhada bom,1
humor favor,1
pensar noite,1
noite calor,1
calor quero,1
quero ver,1
ver inteiramente,1
inteiramente tocada,1
tocada licor,1
licor saliva,1
saliva língua,1
língua beijo,1
beijo palavra,1
palavra voz,1
voz quer,1
quer dedo,1
dedo chaga,1
chaga sagrada,1
sagrada frase,1
frase feita,1
feita espinho,1
espinho espora,1
espora membros,1
membros cansados,1
cansados sensual,1
sensual espírito,1
espírito verbo,1
verbo encarnado,1
encarnado presentemente,1
presentemente posso,3
posso considerar,3
considerar sujeito,3
sujeito sorte,3
sorte porque,3
porque apesar,3
apesar moço,3
moço sinto,3
sinto salvo,3
salvo forte,3
forte comigo,3
comigo pensado,3
pensado deus,3
deus brasileiro,3
brasileiro anda,3
anda lado,3
lado assim,3
assim posso,3
posso sofrer,3
sofrer ano,3
passado sangrado,3
sangrado demais,6
demais chorado,6
chorado cachorro,6
cachorro ano,6
passado morri,12
morri ano,12
ano morro,12
morro sangrado,3
morro ano,6
morro presentemente,2
morro doutor,1
doutor dor,1
dor bate,1
bate tambor,1
tambor tantã,1
tantã tanto,1
tanto dar,1
dar quanto,1
quanto prazer,1
prazer luz,1
luz calor,1
calor mamãe,1
mamãe quero,1
quero mamar,1
mamar graças,1
graças zeus,1
zeus gente,1
gente assim,1
assim comer,1
comer beber,1
beber dançar,1
dançar dizer,1
dizer mister,1
mister fim,1
fim águas,1
águas vão,1
vão rolar,1
rolar segundo,1
segundo primeiro,1
primeiro terreiro,1
terreiro terceiro,1
terceiro mundo,1
mundo embanana,1
embanana imbalançaoh,1
imbalançaoh lalá,1
lalá chamar,1
chamar raimundo,1
raimundo vou,1
vou fundo,1
fundo fumo,1
fumo cá,1
cá adelita,1
adelita amor,1
amor civil,1
civil guerra,1
guerra acabar,1
acabar explodirei,1
explodirei mil,1
mil trem,1
trem militar,1
militar vier,1
vier fim,1
fim mim,1
mim ligue,1
ligue canal,1
canal reggae,1
reggae rumba,1
rumba cuba,1
cuba enfim,1
enfim américa,1
américa central,1
central babilônia,1
babilônia sentem,1
sentem vergonha,1
vergonha sonhar,1
sonhar sonho,1
sonho tão,1
tão ex,1
ex tirem-me,1
tirem-me desta,1
desta mentira,1
mentira brilhantinamente,1
brilhantinamente vez,1
vez bom,1
bom tom,1
tom dá,1
dá pedal,1
pedal tudo,1
tudo som,1
som tudo,1
tudo tão,1
legal grau,1
grau dez,1
dez dom,1
dom mulher,1
mulher bombom,1
bombom pro,1
pro der,1
der vier,1
vier aluguei,1
aluguei canção,1
canção pagar,1
pagar aluguel,1
aluguel dona,1
dona disse,1
disse dinheiro,1
dinheiro deus,1
deus cruel,1
cruel minh'alma,1
minh'alma venda,1
venda outras,1
outras lugar,1
lugar ninguém,1
ninguém comprou,1
comprou pois,1
pois quis,1
quis pagar,1
pagar anos,1
anos verdes,2
verdes negros,2
negros verde,2
verde vale,2
vale lágrimas,2
lágrimas hoje,1
hoje toco,2
toco música,1
música hoje,1
toco dinheiro,1
dinheiro emoção,1
emoção democrática,1
democrática canta,1
canta chuveiro,1
chuveiro faço,1
faço arte,1
arte arte,1
arte cansar,1
cansar beleza,1
beleza assim,1
assim vejo,1
vejo porcos,1
porcos lanço,1
lanço logo,1
logo pérolas,1
pérolas anos,1
lágrimas cansado,1
cansado peso,1
peso cabeça,1
cabeça desses,1
desses dez,1
dez anos,1
anos passados,1
passados presentes,1
presentes vividos,1
vividos sonho,1
sonho som,1
som cansado,1
cansado poder,1
poder falar,1
falar palavra,1
palavra sobre,1
sobre coisas,1
coisas jeito,1
jeito trago,1
trago peito,1
peito acho,1
acho tão,1
tão bom,1
bom quero,1
quero balada,2
balada nova,2
nova falando,2
falando brotos,2
brotos coisas,2
coisas assim,2
assim money,2
money banho,2
banho lua,2
lua ti,2
ti mim,2
cara tão,2
tão sentimental,2
sentimental quero,2
quero sessão,2
sessão cinema,2
cinema cinco,2
cinco beijar,2
menina levar,2
levar saudade,2
saudade camisa,2
camisa toda,2
toda suja,2
batom quero,1
batom tempo,1
tempo longe,1
longe casa,1
casa nessas,1
nessas ilhas,1
ilhas cheias,1
cheias distância,1
distância blusão,1
couro estragou,1
estragou ouvi,1
dizer papo,1
papo rapaziada,1
rapaziada amigo,1
amigo embarcou,1
embarcou comigo,1
comigo cheio,1
cheio esperança,1
esperança fé,1
fé mandou,1
mandou sentado,1
sentado beira,1
beira caminho,1
caminho pedir,1
pedir carona,1
carona falado,1
falado mulher,1
mulher companheira,1
companheira sabe,1
sabe trópico,1
trópico vida,1
vida mil,1
mil cara,1
cara transava,1
transava noite,1
noite danúbio,1
danúbio azul,1
azul disse,1
disse faz,1
sol américa,1
sul irmãs,1
irmãs esperam,1
esperam coração,1
coração brasil,1
brasil rede,1
rede branca,2
branca cachorro,2
cachorro ligeiro,2
ligeiro sertão,2
sertão olha,2
olha concorde,2
concorde vem,2
vem vindo,2
vindo estrangeiro,2
estrangeiro fim,2
fim termo,2
termo saudade,2
saudade charme,2
charme brasileiro,2
brasileiro alguém,2
alguém sozinho,2
sozinho cismar,2
cismar gente,2
gente rua,2
rua andei,2
andei distante,2
distante desapareci,2
desapareci arranjou,2
arranjou amante,2
amante normalista,2
normalista linda,2
linda ainda,2
ainda estudante,2
estudante vida,2
quero dar,2
dar parece,1
ontem mocidade,1
mocidade diploma,1
diploma sofrer,1
sofrer outra,1
outra universidade,1
universidade fala,1
fala nordestina,1
nordestina quero,1
quero esquecer,1
esquecer francês,1
francês vou,1
vou viver,1
viver coisas,1
novas boas,1
boas amor,1
amor humor,1
humor praças,1
praças cheias,1
cheias pessoas,1
pessoas agora,1
agora quero,1
quero tudo,1
outra vez,1
vez rede,1
dar hum,1
hum huum,1
huum daqui,1
daqui zona,1
zona fantasma,1
fantasma mando,1
mando lagrima,1
lagrima feminina,1
feminina super-,1
super- homem,1
homem bárbaros,1
bárbaros voltaram,1
voltaram duvidara,1
duvidara viva,1
viva dolcezza,4
dolcezza grama,1
grama pisaram,1
pisaram reverdecera,1
reverdecera viva,1
dolcezza dei,1
dei adeus,1
armas livrara,1
livrara viva,1
dolcezza resto,1
resto som,1
fúria cantara,1
cantara viva,1
dolcezza el,1
el condor,1
condor passa,1
passa sobre,1
sobre andes,1
andes abre,1
abre asas,1
asas sobre,1
sobre fúria,1
fúria cidades,1
cidades grandes,1
grandes quero,1
quero abrir,1
abrir voz,1
voz cantar,1
cantar usa,1
usa mão,1
mão fazer,1
fazer pão,1
pão colher,1
colher alguma,1
alguma espiga,1
espiga diz,1
diz coração,1
coração bem,1
bem pense,1
pense paz,1
deixa alma,1
alma antiga,1
antiga tentar,1
tentar canto,1
canto exato,1
exato novo,1
vida deram,1
deram ensina,1
ensina cantado,1
cantado povo,1
povo américa,1
américa latina,1
latina quero,1
voz saia,1
saia rádio,1
rádio alto,1
falante inês,1
inês possa,1
possa ouvir,1
ouvir posta,1
posta sossego,1
sossego sós,1
sós quarto,1
quarto pensão,1
pensão beijando,1
beijando estudante,1
estudante vem,1
vem trabalhar,1
trabalhar bastante,1
bastante escute,1
escute aprenda,1
aprenda logo,1
logo usar,1
usar toda,1
toda dor,1
dor partir,1
partir país,1
país distante,1
distante desespere,1
desespere aurora,1
aurora recupere,1
recupere bom,1
humor solidão,1
solidão dói,1
dói dentro,1
carro gente,1
gente bairro,1
bairro afastado,1
afastado onde,1
anda amor,1
amor moça,1
moça murmure,1
murmure apaixonada,1
apaixonada dance,1
dance rosto,1
rosto colado,1
colado nenhum,1
nenhum pudor,1
pudor noite,1
cama deitar,1
deitar cabeça,1
cabeça quero,1
quero daquela,1
daquela ama,1
ama abraço,1
abraço mereça,1
mereça beijo,1
beijo bem,1
bem corpo,1
corpo paz,1
paz faz,1
faz tudo,1
tudo aconteça,1
aconteça amor,1
amor traz,1
traz luz,1
luz dia,1
dia deixa,1
deixa sol,1
sol apareça,1
apareça sobre,1
sobre américa,3
américa sobre,2
sul contemplo,1
contemplo rio,2
rio corre,2
corre parado,2
parado dançarina,2
dançarina pedra,2
pedra evolui,2
evolui completamente,2
completamente metas,2
metas sentado,2
sentado sido,2
sido mente,1
mente quer,1
quer querendo,2
querendo erra,1
erra pois,1
pois desejos,2
desejos vive,2
vive agora,2
agora vede,2
vede pé,3
pé ypê,3
ypê apenasmente,3
apenasmente flora,3
flora revolucionariamente,3
revolucionariamente apenso,3
apenso pé,3
pé serra,3
serra contemplo,1
sido gente,1
gente quer,1
querendo pois,1
serra vede,1
